category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
137|24589,Air Compressors|Electric Air Compressors,L20PL30P,L20P - L30P Range,"Oil Lubricated Direct Driven Compressors  Professional and compact performance with extra user-friendly benefits.   This range of compressors has robust and strong direct driven pumps for more intensive use, and they have extra benefits to improve the",E:\IMAGES\ITEMS\product\L\2\L20P-L30P.jpg,ABAC Air Compressors,,"Oil Lubricated Direct Driven Compressors.  Professional and compact performance with extra user-friendly benefits.   This range of compressors has robust and strong direct driven pumps for more intensive use, and they have extra benefits to improve the user comfort. Typical applications include inflating, blowing, nailing and washing.",,,L20P - L30P Range,L20P - L30P Range
137|24589,Air Compressors|Electric Air Compressors,411602,Special Configuations,"Oil-less and lubricated direct driven compressors  More specific needs require more specific configurations.   This range of configurations has been created for those looking for more protection with roll bars, and more comfort and space saving with v",E:\IMAGES\ITEMS\product\4\1\Special.jpg,ABAC Air Compressors,,"Oil-less and lubricated direct driven compressors.  More specific needs require more specific configurations.   This range of configurations has been created for those looking for more protection with roll bars, and more comfort and space saving with vertical handles.",,,Special Configuations,Special Configuations
137|24589,Air Compressors|Electric Air Compressors,411601,High Performance V-Range,Oil Lubricated Direct Driven Compressors  Most performant compressors in the direct driven portfolio.   This compressor range stands for compact performance. The compressors are designed for intensive use and come in special configurations to bring ex,E:\IMAGES\ITEMS\product\4\1\High-Performance-V.jpg,ABAC Air Compressors,,Oil Lubricated Direct Driven Compressors  Most performant compressors in the direct driven portfolio.   This compressor range stands for compact performance. The compressors are designed for intensive use and come in special configurations to bring extra user comfort in special circumstances. The twin tank for example brings more stability to move around on difficult terrains.,,,High Performance V-Range,High Performance V-Range
137|24589,Air Compressors|Electric Air Compressors,41160242,A29B PRO Range,One Stage Belt Driven Compressors  The A29B PRO range offers more user friendliness and lower operating temperatures.   This is achieved all thanks to the several special product features focusing on the user comfort. They are a great match for more v,E:\IMAGES\ITEMS\product\4\1\A29B-PRO.jpg,ABAC Air Compressors,,"One Stage Belt Driven Compressors  The A29B PRO range offers more user friendliness and lower operating temperatures.   This is achieved all thanks to the several special product features focusing on the user comfort. They are a great match for more value seeking customers using their compressor for grinding and small hammering operations, but also ratcheting and wrenching.",,,A29B PRO Range,A29B PRO Range
137|24589,Air Compressors|Electric Air Compressors,41160245,A39B PRO Range,One Stage Belt Driven Compressors  Reliable power and performance in combination with user friendly features.   The PRO A39B range performs more heavy tasks but still offers you great flexibility and ease of operations. The features bring extra value,E:\IMAGES\ITEMS\product\4\1\A39B-PRO.jpg,ABAC Air Compressors,,"One Stage Belt Driven Compressors  Reliable power and performance in combination with user friendly features.   The PRO A39B range performs more heavy tasks but still offers you great flexibility and ease of operations. The features bring extra value to how you can use your compressor for tasks such as hammering, sanding, professional painting and hammering.",,,A39B PRO Range,A39B PRO Range
137|24589,Air Compressors|Electric Air Compressors,4116019,PRO B4900-7000,"Two Stage Belt Driven Compressors  A double compression providing bigger flows and higher pressure.   In two stage compressors, the air is compressed two times. The ABAC range has highly reliable components and is seen as proven technology. Furthermor",E:\IMAGES\ITEMS\product\4\1\PRO-B4900.jpg,ABAC Air Compressors,,"Two Stage Belt Driven Compressors  A double compression providing bigger flows and higher pressure.   In two stage compressors, the air is compressed two times. The ABAC range has highly reliable components and is seen as proven technology. Furthermore, the durability is combined with the user comfort you can expect from this type of high level performance. As the compressors are providing bigger airflows and they are achieving higher operating pressures, it makes them suitable for most professional and semi-industrial applications such as grinding, wrenching, professional painting, sanding, and more.",,,PRO B4900-7000,PRO B4900-7000
137|24589,Air Compressors|Electric Air Compressors,4116020,PRO Slow Speed,"Two Stage Belt Driven Compressors  Standard running 2 stage belt driven compressors running at lower speed.   Lower speed stands for more user comfort and more durability. The noise levels are lower than on the equivalent standard speed units, and low",E:\IMAGES\ITEMS\product\4\1\PRO-Slow.jpg,ABAC Air Compressors,,"Two Stage Belt Driven Compressors  Standard running 2 stage belt driven compressors running at lower speed.   Lower speed stands for more user comfort and more durability. The noise levels are lower than on the equivalent standard speed units, and lower temperatures are created. This reduces the wear and increases the reliability. Thanks to these characteristics, these compressors are extremely suitable for more frequent and heavy duty applications in medium and large workshops.",,,PRO Slow Speed,PRO Slow Speed
137|24589,Air Compressors|Electric Air Compressors,4116000,Full Feature Open,Two Stage Compressors With Tankmounted Dryer  An all-in-one range of 4 to 10hp professional piston compressors.   These units are perfectly suitable for all professional service and repair installations in applications going from painting and body wor,E:\IMAGES\ITEMS\product\4\1\Full-Feature.jpg,ABAC Air Compressors,,"Two Stage Compressors With Tankmounted Dryer  An all-in-one range of 4 to 10hp professional piston compressors.   These units are perfectly suitable for all professional service and repair installations in applications going from painting and body work to general torquing or wrenching. They can be used where dry air is important, but also by users looking for improved corrosion prevention of their air system and equipment.",,,Full Feature Open,Full Feature Open
137|24589,Air Compressors|Electric Air Compressors,4116000158,4 to 10hp Two Stage Compressors With Tankmounted Dryer Full Feature,Two Stage Compressors With Tankmounted Dryer,E:\IMAGES\ITEMS\product\4\1\4-to-10hp-Two-Stage-Compressors-With-Tankmounted-Dryer-Full- 2.jpg,ABAC Air Compressors,Two Stage Compressors With Tankmounted Dryer,"An all-in-one range of 4 to 10hp professional piston compressors.   These units are perfectly suitable for all professional service and repair installations in applications going from painting and body work to general torquing or wrenching. They can be used where dry air is important, but also by users looking for improved corrosion prevention of their air system and equipment.",,,B4900 270 FT4 FF0,4 to 10hp Two Stage Compressors With Tankmounted Dryer Full Feature
137|24589,Air Compressors|Electric Air Compressors,4116000159,5.5hp Two Stage Compressors With Tankmounted Dryer Full Feature,Two Stage Compressors With Tankmounted Dryer,E:\IMAGES\ITEMS\product\4\1\4-to-10hp-Two-Stage-Compressors-With-Tankmounted-Dryer-Full- 2.jpg,ABAC Air Compressors,5.5hp Two Stage Compressors With Tankmounted Dryer Full Feature,"An all-in-one range of 4 to 10hp professional piston compressors.   These units are perfectly suitable for all professional service and repair installations in applications going from painting and body work to general torquing or wrenching. They can be used where dry air is important, but also by users looking for improved corrosion prevention of their air system and equipment.",,,"B5900B 270 FT5,5 FFO",5.5hp Two Stage Compressors With Tankmounted Dryer Full Feature
137|24589,Air Compressors|Electric Air Compressors,4116000171,5.5hp YD Two Stage Compressors With Tankmounted Dryer Full Feature,Two Stage Compressors With Tankmounted Dryer,E:\IMAGES\ITEMS\product\4\1\4-to-10hp-Two-Stage-Compressors-With-Tankmounted-Dryer-Full- 2.jpg,ABAC Air Compressors,5.5hp YD Two Stage Compressors With Tankmounted Dryer Full Feature,"An all-in-one range of 4 to 10hp professional piston compressors.   These units are perfectly suitable for all professional service and repair installations in applications going from painting and body work to general torquing or wrenching. They can be used where dry air is important, but also by users looking for improved corrosion prevention of their air system and equipment.",,,"B5900B 270 FT5,5 FFO YD",5.5hp YD Two Stage Compressors With Tankmounted Dryer Full Feature
